Date,8256 HK Equity,,8106 HK Equity,,1155 HK Equity,,524 HK Equity,,1202 HK Equity,,1085 HK Equity,,471 HK Equity,,138 HK Equity,,8005 HK Equity,,8227 HK Equity,,8167 HK Equity,,2342 HK Equity,,877 HK Equity,,989 HK Equity,,1883 HK Equity,,215 HK Equity,,552 HK Equity,,8 HK Equity,,763 HK Equity,,762 HK Equity,,728 HK Equity,,941 HK Equity
8/3/2011,0.143,,0.3,,1.8,,0.56,,1.59,,2.1,,5.003,,0.938,,0.57,,0.27,,0.538,,4.991,,5.92,,0.712,,2.286,,2.87,,5.112,,3.23,,24.722,,13.36,,4.7,,75.4
9/3/2011,0.142,,0.3,,1.78,,0.56,,1.55,,2.1,,5.206,,0.929,,0.57,,0.265,,0.542,,5.059,,5.67,,0.722,,2.359,,2.89,,5.073,,3.203,,24.41,,13.54,,4.6,,75.45
10/3/2011,0.142,,0.3,,1.77,,0.56,,1.55,,2.1,,5.274,,0.902,,0.57,,0.28,,0.555,,5.059,,5.56,,0.712,,2.341,,2.87,,4.927,,3.193,,23.854,,13.38,,4.56,,74.85
11/3/2011,0.142,,0.3,,1.72,,0.57,,1.49,,2.11,,5.071,,0.902,,0.57,,0.27,,0.533,,4.851,,5.81,,0.707,,2.305,,2.79,,4.917,,3.12,,23.542,,13.14,,4.54,,74.55
14/3/2011,0.135,,0.3,,1.74,,0.57,,1.5,,2.1,,4.868,,0.902,,0.56,,0.38,,0.542,,4.918,,5.82,,0.678,,2.286,,2.81,,4.956,,3.129,,23.854,,13.24,,4.61,,74.3
15/3/2011,0.135,,0.3,,1.69,,0.54,,1.45,,2.1,,4.598,,0.902,,0.54,,0.36,,0.525,,4.828,,5.56,,0.698,,2.268,,2.71,,4.878,,3.064,,23.611,,13.08,,4.49,,72.25
16/3/2011,0.14,,0.3,,1.72,,0.55,,1.45,,2.19,,4.665,,0.902,,0.52,,0.375,,0.52,,5.115,,5.65,,0.703,,2.286,,2.73,,5.181,,3.018,,25.139,,12.9,,4.51,,71.05
17/3/2011,0.139,,0.3,,1.68,,0.52,,1.46,,2.1,,5.544,,0.92,,0.5,,0.345,,0.481,,5.16,,5.39,,0.698,,2.25,,2.62,,5.366,,2.87,,24.931,,12.56,,4.43,,69.2
18/3/2011,0.138,,0.3,,1.73,,0.51,,1.49,,2.12,,5.139,,0.92,,0.52,,0.345,,0.49,,5.182,,5.48,,0.722,,2.295,,2.63,,5.512,,3.027,,24.965,,12.34,,4.37,,69.85
21/3/2011,0.138,,0.3,,1.77,,0.51,,1.49,,2.12,,5.139,,0.938,,0.52,,0.32,,0.485,,5.121,,5.46,,0.727,,2.277,,2.75,,5.366,,3.166,,24.826,,12.58,,4.39,,70.9
22/3/2011,0.138,,0.3,,1.75,,0.55,,1.52,,2.12,,5.409,,0.938,,0.53,,0.345,,0.481,,5.104,,5.49,,0.717,,2.241,,2.62,,5.483,,3.129,,24.167,,13.06,,4.49,,71
23/3/2011,0.144,,0.3,,1.76,,0.53,,1.53,,2.12,,5.274,,0.983,,0.53,,0.36,,0.481,,5.227,,5.46,,0.693,,2.223,,2.46,,5.493,,3.092,,24.028,,12.88,,4.61,,70.15
24/3/2011,0.136,,0.3,,1.76,,0.56,,1.54,,2.12,,5.274,,0.965,,0.53,,0.325,,0.472,,5.216,,5.39,,0.683,,2.259,,2.51,,5.502,,3.092,,24.549,,13.22,,4.63,,70.1
25/3/2011,0.136,,0.31,,1.75,,0.54,,1.54,,2.12,,5.139,,0.929,,0.53,,0.33,,0.459,,4.868,,5.13,,0.678,,2.268,,2.49,,5.298,,3.055,,24.444,,13.2,,4.63,,70.5
28/3/2011,0.137,,0.31,,1.87,,0.55,,1.5,,2.14,,5.003,,0.929,,0.53,,0.32,,0.477,,4.907,,5.28,,0.688,,2.259,,2.5,,5.249,,3.046,,24.514,,13.08,,4.59,,71
29/3/2011,0.137,,0.34,,1.88,,0.56,,1.51,,2.14,,5.003,,0.92,,0.53,,0.32,,0.481,,5.098,,5.21,,0.688,,2.25,,2.53,,5.278,,3.037,,24.063,,13.1,,4.64,,71.6
30/3/2011,0.128,,0.305,,1.89,,0.55,,1.5,,2.14,,5.206,,0.911,,0.53,,0.32,,0.507,,5.227,,5.11,,0.688,,2.277,,2.5,,5.463,,3,,24.34,,12.64,,4.7,,71.85
31/3/2011,0.128,,0.305,,1.89,,0.56,,1.48,,2.14,,5.206,,0.92,,0.53,,0.305,,0.498,,5.121,,5.14,,0.683,,2.25,,2.47,,4.615,,2.99,,25.139,,12.92,,4.75,,71.65
1/4/2011,0.13,,0.305,,1.88,,0.54,,1.51,,2.14,,5.409,,0.92,,0.53,,0.31,,0.468,,5.306,,5.1,,0.698,,2.268,,2.47,,4.439,,2.99,,25.417,,13.36,,4.9,,72.75
4/4/2011,0.13,,0.305,,1.89,,0.54,,1.52,,2.08,,5.341,,0.911,,0.53,,0.31,,0.468,,5.351,,5.2,,0.688,,2.268,,2.49,,4.546,,3.046,,24.306,,13.6,,4.97,,73.65
5/4/2011,0.13,,0.305,,1.89,,0.54,,1.52,,2.08,,5.341,,0.911,,0.53,,0.31,,0.468,,5.351,,5.2,,0.688,,2.268,,2.49,,4.546,,3.046,,24.306,,13.6,,4.97,,73.65
6/4/2011,0.131,,0.305,,1.85,,0.54,,1.5,,2.08,,5.071,,0.902,,0.52,,0.31,,0.455,,5.25,,5.35,,0.683,,2.241,,2.45,,4.488,,3,,24.201,,13.6,,4.99,,73.95
7/4/2011,0.135,,0.305,,1.86,,0.6,,1.49,,2.1,,4.801,,0.929,,0.5,,0.31,,0.442,,5.177,,5.31,,0.693,,2.214,,2.54,,4.439,,2.972,,23.854,,13.54,,4.99,,73.85
8/4/2011,0.143,,0.3,,1.88,,0.58,,1.58,,2.2,,4.801,,0.911,,0.54,,0.31,,0.442,,5.182,,5.21,,0.678,,2.205,,2.45,,4.624,,3,,24.271,,14.42,,5.05,,73.7
11/4/2011,0.14,,0.3,,1.87,,0.57,,1.6,,2.2,,4.801,,0.902,,0.53,,0.31,,0.437,,5.256,,5.23,,0.688,,2.25,,2.5,,4.663,,2.963,,23.611,,14.72,,5.19,,73.4
12/4/2011,0.14,,0.285,,1.86,,0.57,,1.57,,2.1,,4.801,,0.929,,0.5,,0.31,,0.437,,5.239,,5.15,,0.688,,2.259,,2.44,,4.576,,2.954,,23.229,,14.6,,4.92,,73
13/4/2011,0.146,,0.285,,1.85,,0.55,,1.57,,2.1,,4.868,,0.92,,0.55,,0.31,,0.428,,5.16,,5.12,,0.683,,2.178,,2.46,,4.673,,3,,23.993,,14.76,,4.95,,73.5
14/4/2011,0.14,,0.295,,1.89,,0.57,,1.59,,2.09,,4.868,,0.956,,0.53,,0.31,,0.428,,5.199,,5.1,,0.688,,2.205,,2.46,,4.654,,2.972,,23.167,,14.78,,4.86,,73
15/4/2011,0.135,,0.295,,1.9,,0.57,,1.62,,2.09,,4.733,,0.929,,0.53,,0.33,,0.428,,5.514,,5.07,,0.688,,2.241,,2.46,,4.634,,2.972,,23.708,,15,,4.8,,72.75
18/4/2011,0.14,,0.29,,1.86,,0.57,,1.6,,2.08,,5.274,,0.929,,0.53,,0.33,,0.42,,5.424,,5,,0.658,,2.196,,2.47,,4.615,,2.926,,23.417,,15.1,,4.64,,72.4
19/4/2011,0.136,,0.29,,1.85,,0.55,,1.58,,2.19,,5.409,,0.929,,0.53,,0.33,,0.415,,5.379,,4.82,,0.639,,2.168,,2.44,,4.537,,2.944,,23.292,,14.46,,4.65,,72.05
20/4/2011,0.135,,0.29,,1.87,,0.55,,1.59,,2.12,,5.139,,0.929,,0.5,,0.33,,0.428,,5.48,,4.97,,0.653,,2.159,,2.44,,4.537,,2.917,,23.833,,15.32,,4.73,,72.6
21/4/2011,0.141,,0.29,,1.89,,0.55,,1.58,,2.15,,5.206,,0.92,,0.495,,0.33,,0.481,,5.514,,4.87,,0.678,,2.159,,2.44,,4.683,,2.972,,24.292,,16.12,,4.78,,71.95
22/4/2011,0.141,,0.29,,1.89,,0.55,,1.58,,2.15,,5.206,,0.92,,0.495,,0.33,,0.481,,5.514,,4.87,,0.678,,2.159,,2.44,,4.683,,2.972,,24.292,,16.12,,4.78,,71.95
25/4/2011,0.141,,0.29,,1.89,,0.55,,1.58,,2.15,,5.206,,0.92,,0.495,,0.33,,0.481,,5.514,,4.87,,0.678,,2.159,,2.44,,4.683,,2.972,,24.292,,16.12,,4.78,,71.95
26/4/2011,0.138,,0.29,,1.88,,0.54,,1.55,,2.15,,5.071,,0.929,,0.5,,0.33,,0.481,,5.435,,4.75,,0.673,,2.123,,2.42,,4.654,,2.963,,24.333,,15.76,,4.71,,72
27/4/2011,0.135,,0.29,,1.87,,0.53,,1.58,,2.08,,4.733,,0.929,,0.5,,0.355,,0.446,,5.48,,4.55,,0.663,,2.041,,2.38,,4.624,,2.898,,23.833,,15.36,,4.69,,71.55
28/4/2011,0.132,,0.29,,1.86,,0.58,,1.56,,1.99,,4.801,,0.929,,0.51,,0.36,,0.463,,5.52,,4.45,,0.658,,2.023,,2.45,,4.595,,2.907,,23.583,,15.72,,4.64,,71.4
29/4/2011,0.132,,0.29,,1.85,,0.57,,1.56,,2.09,,4.665,,0.902,,0.53,,0.35,,0.459,,5.447,,4.39,,0.673,,2.005,,2.45,,4.624,,2.843,,23.292,,15.8,,4.48,,71.4
2/5/2011,0.132,,0.29,,1.85,,0.57,,1.56,,2.09,,4.665,,0.902,,0.53,,0.35,,0.459,,5.447,,4.39,,0.673,,2.005,,2.45,,4.624,,2.843,,23.292,,15.8,,4.48,,71.4
3/5/2011,0.137,,0.29,,1.86,,0.54,,1.56,,2.07,,4.733,,0.902,,0.5,,0.3,,0.459,,5.447,,4.56,,0.649,,1.933,,2.39,,4.722,,2.806,,22.625,,15.88,,4.46,,71.25
4/5/2011,0.136,,0.285,,1.81,,0.51,,1.53,,2.15,,4.665,,0.911,,0.51,,0.3,,0.481,,5.323,,4.38,,0.634,,1.905,,2.35,,4.771,,2.75,,22.333,,15.38,,4.44,,71.1
5/5/2011,0.135,,0.275,,1.8,,0.52,,1.49,,2.13,,4.665,,0.911,,0.5,,0.3,,0.481,,5.239,,4.16,,0.644,,1.978,,2.34,,4.849,,2.741,,22.417,,15.52,,4.48,,71.35
6/5/2011,0.145,,0.275,,1.81,,0.52,,1.53,,2.13,,4.733,,0.902,,0.52,,0.3,,0.472,,5.272,,4.24,,0.644,,2.023,,2.3,,4.859,,2.778,,22.625,,15.56,,4.5,,71.6
9/5/2011,0.135,,0.275,,1.82,,0.52,,1.5,,2.13,,4.868,,0.893,,0.52,,0.3,,0.459,,5.508,,4.2,,0.653,,2.014,,2.32,,4.79,,2.75,,22.667,,15.56,,4.55,,71.6
10/5/2011,0.135,,0.275,,1.82,,0.52,,1.5,,2.13,,4.868,,0.893,,0.52,,0.3,,0.459,,5.508,,4.2,,0.653,,2.014,,2.32,,4.79,,2.75,,22.667,,15.56,,4.55,,71.6
11/5/2011,0.149,,0.265,,1.84,,0.52,,1.53,,2.08,,4.936,,0.893,,0.5,,0.3,,0.459,,5.531,,4.09,,0.663,,2.023,,2.32,,4.868,,2.778,,22.333,,15.7,,4.53,,72.25
12/5/2011,0.155,,0.265,,1.8,,0.52,,1.53,,2.08,,4.868,,0.893,,0.5,,0.3,,0.455,,5.486,,3.99,,0.683,,1.996,,2.29,,4.781,,2.75,,22,,15.52,,4.45,,72.25
13/5/2011,0.15,,0.265,,1.8,,0.52,,1.5,,2,,4.868,,0.893,,0.57,,0.3,,0.446,,5.48,,3.83,,0.688,,2.014,,2.26,,4.722,,2.787,,21.917,,15.64,,4.47,,70.85
16/5/2011,0.15,,0.265,,1.8,,0.52,,1.5,,2,,4.733,,0.884,,0.54,,0.3,,0.446,,5.441,,3.69,,0.673,,1.987,,2.2,,4.683,,2.75,,21.708,,15.14,,4.33,,69.8
17/5/2011,0.15,,0.265,,1.78,,0.52,,1.49,,1.99,,4.53,,0.911,,0.54,,0.3,,0.433,,5.368,,3.98,,0.663,,1.969,,2.16,,4.917,,2.732,,22,,15.2,,4.39,,69.65
18/5/2011,0.148,,0.265,,1.8,,0.52,,1.63,,1.99,,4.733,,0.893,,0.53,,0.275,,0.433,,5.284,,3.91,,0.639,,1.996,,2.2,,4.878,,2.732,,22.292,,15.2,,4.5,,69.2
19/5/2011,0.149,,0.265,,1.79,,0.53,,1.52,,2.09,,4.733,,0.92,,0.53,,0.275,,0.424,,5.278,,3.63,,0.619,,1.951,,2.22,,4.781,,2.787,,22.708,,15.88,,4.52,,69
20/5/2011,0.149,,0.26,,1.73,,0.53,,1.5,,2.05,,4.665,,0.893,,0.5,,0.29,,0.424,,5.166,,3.42,,0.619,,1.942,,2.2,,4.829,,2.769,,22.917,,16.62,,4.61,,69.25
23/5/2011,0.149,,0.26,,1.7,,0.53,,1.47,,2.08,,5.071,,0.884,,0.5,,0.275,,0.415,,5.141,,3.29,,0.663,,1.942,,2.17,,4.732,,2.723,,21.875,,16.26,,4.46,,68.15
24/5/2011,0.149,,0.26,,1.69,,0.52,,1.46,,2.07,,5.139,,0.866,,0.5,,0.265,,0.424,,5.172,,3.25,,0.683,,1.969,,2.22,,4.829,,2.704,,22.167,,16.02,,4.45,,69.3
25/5/2011,0.149,,0.26,,1.69,,0.5,,1.46,,2.08,,5.003,,0.866,,0.5,,0.27,,0.411,,5.129,,3.3,,0.658,,1.933,,2.23,,4.849,,2.704,,22.042,,16.06,,4.47,,69.7
26/5/2011,0.148,,0.26,,1.69,,0.51,,1.46,,2.05,,5.071,,0.848,,0.54,,0.28,,0.393,,5.216,,3.37,,0.629,,1.942,,2.27,,4.781,,2.621,,22.125,,16.34,,4.5,,69.8
27/5/2011,0.148,,0.25,,1.69,,0.53,,1.46,,2.05,,5.003,,0.848,,0.51,,0.315,,0.393,,5.178,,3.47,,0.629,,1.951,,2.29,,4.82,,2.649,,22.25,,16.8,,4.56,,70.05
30/5/2011,0.144,,0.25,,1.69,,0.53,,1.47,,2.05,,5.003,,0.848,,0.51,,0.3,,0.393,,5.228,,3.74,,0.639,,1.951,,2.5,,4.771,,2.714,,22.708,,17.28,,4.59,,69.9
31/5/2011,0.148,,0.25,,1.78,,0.54,,1.47,,2.05,,5.139,,0.848,,0.51,,0.3,,0.389,,5.352,,3.79,,0.649,,1.914,,2.54,,4.868,,2.769,,23.083,,17.26,,4.66,,71.05
1/6/2011,0.148,,0.25,,1.75,,0.56,,1.46,,2.09,,5.071,,0.83,,0.55,,0.3,,0.385,,5.458,,3.63,,0.649,,1.996,,2.44,,4.771,,2.76,,22.917,,17.24,,4.66,,71.5
2/6/2011,0.148,,0.25,,1.75,,0.55,,1.43,,2.06,,5.139,,0.839,,0.51,,0.295,,0.363,,5.414,,3.55,,0.634,,1.996,,2.38,,4.693,,2.741,,22.542,,16.8,,4.67,,70.85
3/6/2011,0.148,,0.25,,1.72,,0.54,,1.43,,2.06,,5.139,,0.848,,0.55,,0.3,,0.35,,5.644,,3.67,,0.653,,2.005,,2.43,,4.693,,2.861,,22.542,,16.7,,4.68,,70.1
6/6/2011,0.148,,0.25,,1.72,,0.54,,1.43,,2.06,,5.139,,0.848,,0.55,,0.3,,0.35,,5.644,,3.67,,0.653,,2.005,,2.43,,4.693,,2.861,,22.542,,16.7,,4.68,,70.1
7/6/2011,0.148,,0.28,,1.72,,0.54,,1.43,,2.05,,4.936,,0.83,,0.53,,0.31,,0.337,,5.601,,3.62,,0.614,,2.069,,2.4,,4.644,,2.834,,23.083,,16.82,,4.67,,70.2
8/6/2011,0.145,,0.28,,1.7,,0.54,,1.42,,1.98,,5.003,,0.866,,0.55,,0.31,,0.323,,5.545,,3.49,,0.585,,2.051,,2.44,,4.693,,2.87,,23,,16.6,,4.69,,70.1
9/6/2011,0.132,,0.28,,1.68,,0.54,,1.35,,1.98,,4.733,,0.866,,0.54,,0.3,,0.223,,5.278,,3.34,,0.609,,2.023,,2.42,,4.615,,2.88,,22.875,,16.3,,4.66,,70
10/6/2011,0.145,,0.28,,1.68,,0.52,,1.37,,2.06,,4.53,,0.848,,0.51,,0.32,,0.236,,5.371,,3.29,,0.57,,2.023,,2.39,,4.634,,2.806,,22.625,,15.96,,4.62,,69.85
13/6/2011,0.142,,0.28,,1.66,,0.52,,1.36,,2.04,,4.395,,0.857,,0.52,,0.3,,0.223,,5.296,,3.28,,0.57,,1.951,,2.42,,4.712,,2.787,,22.375,,16.32,,4.65,,70.45
14/6/2011,0.142,,0.28,,1.68,,0.52,,1.34,,2.02,,4.665,,0.902,,0.53,,0.3,,0.223,,5.296,,3.32,,0.58,,1.978,,2.44,,4.82,,2.843,,23.083,,16.38,,4.65,,70
15/6/2011,0.141,,0.25,,1.65,,0.52,,1.35,,2.02,,4.462,,0.938,,0.54,,0.3,,0.223,,5.365,,3.31,,0.58,,1.914,,2.45,,4.82,,2.852,,23.292,,16.62,,4.65,,70.25
16/6/2011,0.138,,0.24,,1.55,,0.5,,1.28,,2.02,,4.462,,0.929,,0.54,,0.3,,0.201,,5.216,,3.03,,0.555,,1.869,,2.41,,4.624,,2.917,,23.125,,15.68,,4.58,,69.8
17/6/2011,0.138,,0.24,,1.53,,0.49,,1.29,,2.03,,4.598,,0.938,,0.5,,0.3,,0.197,,5.116,,2.92,,0.536,,1.851,,2.35,,4.654,,2.981,,22.542,,14.8,,4.58,,69.1
20/6/2011,0.134,,0.25,,1.38,,0.49,,1.23,,2.03,,4.53,,0.947,,0.51,,0.265,,0.175,,4.986,,2.79,,0.501,,1.842,,2.35,,4.654,,3.037,,22.333,,14.98,,4.62,,69.3
21/6/2011,0.135,,0.25,,1.4,,0.485,,1.26,,1.97,,4.598,,0.947,,0.53,,0.29,,0.175,,5.141,,2.53,,0.511,,1.851,,2.41,,4.488,,3.018,,22.833,,15.3,,4.79,,69.65
22/6/2011,0.135,,0.233,,1.42,,0.49,,1.27,,1.97,,4.598,,0.938,,0.52,,0.3,,0.188,,5.166,,2.58,,0.511,,1.842,,2.44,,4.468,,3.009,,23.125,,15.4,,4.81,,69.85
23/6/2011,0.134,,0.233,,1.38,,0.49,,1.25,,1.97,,4.327,,0.902,,0.52,,0.3,,0.184,,5.067,,2.57,,0.521,,1.815,,2.4,,4.42,,3.083,,22.833,,15.42,,4.79,,69.85
24/6/2011,0.13,,0.232,,1.44,,0.49,,1.32,,1.97,,4.462,,0.92,,0.52,,0.3,,0.184,,5.129,,2.7,,0.531,,1.86,,2.39,,4.507,,3.083,,22.542,,15.1,,4.92,,73.2
27/6/2011,0.13,,0.232,,1.49,,0.49,,1.31,,1.97,,4.395,,0.929,,0.52,,0.3,,0.21,,5.116,,2.75,,0.54,,1.851,,2.38,,4.478,,3.055,,22.625,,15.08,,4.99,,71.95
28/6/2011,0.135,,0.232,,1.57,,0.47,,1.3,,2,,4.395,,0.902,,0.51,,0.3,,0.232,,5.054,,2.7,,0.516,,1.842,,2.4,,4.439,,3.037,,22.958,,15.48,,4.95,,71.85
29/6/2011,0.12,,0.232,,1.55,,0.47,,1.32,,2,,4.395,,0.929,,0.51,,0.3,,0.219,,5.029,,2.8,,0.54,,1.86,,2.4,,4.429,,3.092,,23,,15.74,,5.05,,71.55
30/6/2011,0.12,,0.232,,1.57,,0.47,,1.31,,2,,4.53,,0.929,,0.51,,0.3,,0.21,,5.092,,2.95,,0.536,,1.923,,2.4,,4.488,,3.092,,23.5,,15.68,,5.04,,72
1/7/2011,0.12,,0.232,,1.57,,0.47,,1.31,,2,,4.53,,0.929,,0.51,,0.3,,0.21,,5.092,,2.95,,0.536,,1.923,,2.4,,4.488,,3.092,,23.5,,15.68,,5.04,,72
4/7/2011,0.123,,0.232,,1.54,,0.48,,1.37,,2,,4.53,,0.92,,0.51,,0.3,,0.223,,5.203,,2.91,,0.531,,1.942,,2.43,,4.634,,3.11,,23.917,,16.28,,5.04,,72.8
5/7/2011,0.124,,0.232,,1.5,,0.48,,1.34,,1.99,,4.462,,0.893,,0.5,,0.315,,0.223,,5.154,,2.83,,0.496,,1.914,,2.54,,4.517,,3.138,,23.417,,16.1,,4.95,,72.7
6/7/2011,0.125,,0.232,,1.48,,0.48,,1.34,,1.99,,4.395,,0.893,,0.5,,0.28,,0.262,,5.135,,2.77,,0.531,,1.905,,2.47,,4.527,,3.147,,23.25,,15.96,,4.94,,72.35
7/7/2011,0.128,,0.232,,1.45,,0.48,,1.33,,1.99,,4.53,,0.893,,0.5,,0.28,,0.24,,5.116,,2.76,,0.501,,1.878,,2.51,,4.527,,3.221,,23.958,,15.88,,4.92,,72.55
8/7/2011,0.132,,0.33,,1.54,,0.475,,1.35,,1.96,,4.801,,0.902,,0.5,,0.275,,0.24,,5.172,,2.9,,0.521,,1.842,,2.53,,4.42,,3.193,,23.5,,15.92,,4.95,,73.8
11/7/2011,0.132,,0.3,,1.51,,0.475,,1.3,,1.9,,4.733,,0.884,,0.52,,0.295,,0.223,,5.029,,2.87,,0.491,,1.842,,2.49,,4.361,,3.147,,23.083,,15.76,,4.89,,72.95
12/7/2011,0.126,,0.29,,1.46,,0.46,,1.21,,1.7,,4.598,,0.866,,0.5,,0.295,,0.21,,4.905,,2.71,,0.467,,1.688,,2.44,,4.156,,3.074,,22.25,,15.04,,4.69,,71.5
13/7/2011,0.124,,0.29,,1.46,,0.46,,1.23,,1.7,,4.665,,0.929,,0.52,,0.29,,0.214,,4.688,,2.74,,0.467,,1.715,,2.46,,4.312,,3.138,,22.5,,15.06,,4.93,,72.4
14/7/2011,0.113,,0.29,,1.43,,0.46,,1.28,,1.7,,4.665,,0.92,,0.52,,0.295,,0.21,,4.787,,2.67,,0.467,,1.76,,2.45,,4.283,,3.221,,22.292,,15.14,,5.03,,72.15
15/7/2011,0.113,,0.25,,1.42,,0.46,,1.25,,1.7,,4.53,,0.884,,0.52,,0.275,,0.201,,4.613,,2.61,,0.467,,1.615,,2.48,,4.02,,3.212,,22.042,,15.44,,5.16,,71.85
18/7/2011,0.113,,0.25,,1.4,,0.46,,1.22,,1.7,,4.598,,0.875,,0.51,,0.275,,0.197,,4.483,,2.67,,0.423,,1.606,,2.47,,4.068,,3.193,,21.958,,15.2,,5.07,,71.4
19/7/2011,0.113,,0.25,,1.38,,0.46,,1.21,,1.6,,4.395,,0.857,,0.51,,0.275,,0.197,,4.16,,2.6,,0.481,,1.57,,2.49,,3.902,,3.138,,21.208,,15.06,,5.2,,72.35
20/7/2011,0.113,,0.24,,1.43,,0.46,,1.21,,1.6,,4.53,,0.866,,0.49,,0.275,,0.197,,4.495,,2.56,,0.467,,1.561,,2.5,,3.99,,3.175,,21.333,,15.06,,5.21,,74.55
21/7/2011,0.113,,0.24,,1.41,,0.46,,1.21,,1.6,,4.53,,0.857,,0.53,,0.275,,0.197,,4.328,,2.45,,0.467,,1.524,,2.64,,4,,3.166,,20.917,,14.94,,5.12,,76.05
22/7/2011,0.12,,0.265,,1.44,,0.46,,1.24,,1.6,,4.124,,0.902,,0.52,,0.275,,0.21,,4.626,,2.54,,0.462,,1.57,,2.65,,4.098,,3.175,,20.833,,15.08,,5.15,,77.6
25/7/2011,0.121,,0.265,,1.38,,0.46,,1.23,,1.95,,3.922,,0.848,,0.52,,0.275,,0.201,,4.483,,2.49,,0.442,,1.542,,2.67,,4.039,,3.138,,20.583,,15,,5.11,,76.75
26/7/2011,0.122,,0.265,,1.4,,0.46,,1.23,,1.99,,4.124,,0.848,,0.51,,0.275,,0.199,,4.613,,2.44,,0.442,,1.57,,2.72,,4.195,,3.184,,20.625,,15.24,,5.21,,78.1
27/7/2011,0.124,,0.24,,1.43,,0.455,,1.22,,1.97,,3.989,,0.848,,0.53,,0.275,,0.197,,4.62,,2.43,,0.442,,1.642,,2.78,,4.039,,3.203,,20.625,,15.52,,5.14,,77.8
28/7/2011,0.121,,0.24,,1.42,,0.455,,1.2,,1.97,,3.922,,0.848,,0.52,,0.275,,0.192,,4.464,,2.38,,0.457,,1.679,,2.8,,3.893,,3.166,,20.458,,15.68,,5.15,,77.75
29/7/2011,0.124,,0.24,,1.41,,0.455,,1.18,,2.05,,3.854,,0.821,,0.52,,0.275,,0.21,,4.446,,2.36,,0.457,,1.66,,2.77,,3.844,,3.138,,20.292,,15.52,,5.08,,77.55
1/8/2011,0.124,,0.24,,1.4,,0.455,,1.24,,2,,3.854,,0.884,,0.52,,0.275,,0.197,,4.173,,2.28,,0.442,,1.642,,2.84,,3.912,,3.157,,20.417,,15.72,,5.14,,77.45
2/8/2011,0.119,,0.24,,1.39,,0.455,,1.19,,2,,3.719,,0.884,,0.52,,0.275,,0.199,,3.899,,2.14,,0.418,,1.606,,2.9,,3.805,,3.166,,19.958,,15.62,,5.09,,76.75
3/8/2011,0.112,,0.24,,1.38,,0.435,,1.19,,2,,3.786,,0.884,,0.52,,0.275,,0.21,,3.887,,2.06,,0.418,,1.515,,2.87,,3.707,,3.129,,19.333,,15.3,,4.98,,75.2
4/8/2011,0.112,,0.24,,1.26,,0.435,,1.18,,2.05,,3.786,,0.875,,0.51,,0.255,,0.21,,3.862,,2,,0.427,,1.406,,2.96,,3.737,,3.083,,19.125,,15.4,,4.91,,76.9
5/8/2011,0.095,,0.24,,1.18,,0.435,,1.13,,2.05,,3.381,,0.857,,0.5,,0.242,,0.19,,3.676,,1.89,,0.378,,1.325,,2.8,,3.62,,2.898,,17.833,,14.78,,4.76,,74.1
8/8/2011,0.084,,0.24,,1.16,,0.435,,1.04,,2,,3.043,,0.83,,0.47,,0.242,,0.17,,3.446,,1.74,,0.378,,1.18,,2.77,,3.551,,2.787,,17.583,,14.28,,4.68,,72.9
9/8/2011,0.081,,0.24,,1.1,,0.435,,0.98,,1.9,,2.772,,0.776,,0.5,,0.242,,0.166,,3.192,,1.7,,0.364,,1.125,,2.69,,3.337,,2.787,,16.792,,13.48,,4.51,,69.2
10/8/2011,0.09,,0.24,,1.06,,0.435,,0.98,,1.9,,2.975,,0.776,,0.49,,0.202,,0.16,,3.254,,1.62,,0.324,,1.116,,2.77,,3.405,,2.815,,17.625,,13.94,,4.54,,72.6
11/8/2011,0.099,,0.24,,1.08,,0.435,,0.96,,1.9,,2.975,,0.767,,0.49,,0.202,,0.151,,3.179,,1.63,,0.319,,1.152,,2.75,,3.405,,2.769,,15.2,,14,,4.65,,74
12/8/2011,0.099,,0.24,,1.05,,0.435,,0.96,,1.9,,2.975,,0.785,,0.485,,0.202,,0.151,,3.266,,1.62,,0.305,,1.243,,2.8,,3.415,,2.834,,14.5,,13.82,,4.63,,73.95
15/8/2011,0.085,,0.24,,1.08,,0.435,,0.98,,1.9,,3.178,,0.767,,0.48,,0.202,,0.149,,3.31,,1.68,,0.305,,1.388,,2.99,,3.356,,2.88,,15.3,,14.56,,4.77,,74.75
16/8/2011,0.095,,0.24,,1.1,,0.435,,1,,1.9,,2.907,,0.722,,0.46,,0.202,,0.153,,3.421,,1.67,,0.334,,1.434,,3.02,,3.483,,2.907,,15.95,,14.48,,4.74,,74.7
17/8/2011,0.095,,0.24,,1.08,,0.435,,1.01,,1.9,,2.975,,0.749,,0.51,,0.202,,0.153,,3.471,,1.64,,0.319,,1.415,,2.97,,3.561,,2.926,,15.833,,14.6,,4.6,,75.6
18/8/2011,0.094,,0.24,,1.08,,0.435,,0.99,,1.9,,3.043,,0.74,,0.52,,0.21,,0.151,,3.527,,1.55,,0.329,,1.397,,3.06,,3.629,,2.972,,15.333,,14.54,,4.55,,75.15
19/8/2011,0.082,,0.24,,1.02,,0.435,,0.96,,1.8,,2.907,,0.74,,0.59,,0.21,,0.133,,3.278,,1.42,,0.319,,1.343,,2.98,,3.493,,2.963,,14.667,,14.04,,4.45,,75.8
